Citation Number	Date Issued	Time Issued	Location	District	Cited Person Age	Cited Person Sex	Cited Person Race	Offense Code	Offense Description	Officer Age	Officer Sex	Officer Race
    C2851	5/18/2016	12:24 PM	101 W 2ND ST; SEMINARY PARK	LB410	37	M	W	14.36.090	CONSUMPTION OF ALCOHOL IN PUBLIC	36	M	W
    C2859	5/19/2016	3:09 PM			57	M	W	9-21-8-14	FOLLOWING TOO CLOSELY	31	M	W
    C2864	5/19/2016	7:45 PM	N COLLEGE AVE & W 17TH ST	LB519	21	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2865	5/19/2016	7:41 PM	N WALNUT ST & E 6TH ST	LB102	45	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2863	5/19/2016	7:28 PM	N COLLEGE AVE & W 15TH ST	LB519	26	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2868	5/19/2016	6:48 PM	N COLLEGE AVE & W STATE ROAD 45 46 BYPASS	LB511	60	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2869	5/19/2016	6:48 PM	N COLLEGE AVE & W STATE ROAD 45 46 BYPASS	LB511	60	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2866	5/19/2016	6:12 PM	S WALKER ST & W 2ND ST	LB406	32	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	28	M	W
    C2867	5/19/2016	5:23 PM	S WALNUT ST & E GRIMES LN	LB411	42	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2860	5/19/2016	5:25 PM	E MILLER DR & S HENDERSON ST	LB315	49	M	W	9-18-2-7	EXPIRED LICENSE PLATES	34	M	W
    C2861	5/19/2016	4:25 PM	BYPASS & RANGE RD	LIU10	64	F	W	9-18-2-7	EXPIRED LICENSE PLATES	34	M	W
    C2639	5/20/2016	1:30 PM	W BLOOMFIELD RD & S STATE ROAD 37	LB417	41	M	W	9-21-5-11	SPEED LIMIT WORKSITES	46	M	W
    C2640	5/20/2016	1:30 PM	S LINCOLN ST & E 3RD ST	LB104	49	M	B	9-24-19-1	DRIVING WHILE SUSPENDED	29	F	W
    C2873	5/21/2016	4:13 PM	S MADISON ST & W 3RD ST	LB103	26	M	W	9-18-2-7	EXPIRED LICENSE PLATES	35	F	W
    C2879	5/21/2016	5:55 PM	N DUNN ST & E 7TH ST	LB102	55	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2878	5/21/2016	5:43 PM	KIRKWOOD & ROGERS	LB101	26	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2877	5/21/2016	5:26 PM	W RUNKLE WAY & N GATES DR	LB524	23	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2876	5/21/2016	5:21 PM	W RUNKLE WAY & N GATES DR	LB524	20	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2875	5/21/2016	5:05 PM	N MADISON ST & W 17TH ST	LB519	22	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2874	5/21/2016	3:01 PM	N WALNUT ST & E 14TH ST	LB213	23	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2881	5/21/2016	10:51 AM	S PATTERSON DR & W 3RD ST	LB406	68	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2880	5/21/2016	10:28 PM	S HENDERSON ST & E HILLSIDE DR	LB314	24	M	A	9-21-8-2	LEFT OF CENTER	33	M	W
    C2870	5/22/2016	8:33 PM	N JACOB DR & W WHITEHALL CROSSING BLVD	LB515	26	M	W	9-21-8-32	DISREGARDING STOP SIGN	38	M	W
    C2888	5/22/2016	6:17 PM	N COLLEGE AVE & W 10TH ST	LB101	30	F	U	9-18-2-29	VEHICLES REQUIRING REGISTRATIO	24	M	B
    C2886	5/22/2016	1:12 PM	N WALNUT ST & N OLD STATE ROAD 37	LB212	26	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2887	5/22/2016	1:10 PM	N WALNUT ST & E STATE ROAD 45 46 BYPASS	LB511	26	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2884	5/22/2016	11:44 AM	1200 S LIBERTY DR	LMS29	29	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2885	5/22/2016	11:44 AM	1200 S LIBERTY DR	LMS29	29	F	W	9-19-11-2	CHILD RESTRAINT UNDER 3 YEARS	28	M	W
    C2883	5/22/2016	11:31 AM	W 3RD ST & S GATES DR	LB403	19	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2882	5/22/2016	11:00 AM	S FRANKLIN RD & W 3RD ST	LB404	21	F	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C2872	5/22/2016	10:55 PM	S WALNUT ST & E 1ST ST	LB410	34	M	W	9-18-2-7	EXPIRED LICENSE PLATES	29	F	W
    C2889	5/23/2016	7:45 PM	1201 W ALLEN ST; APT 20	LB413	55	M	W	14.36.090	CONSUMPTION OF ALCOHOL IN PUBLIC	31	M	W
    C2891	5/23/2016	10:27 PM	S WALNUT STREET PIKE & E WINSLOW RD	LB327	21	M	K	9-21-8-23	UNSAFE START	31	M	W
    C2891	5/23/2016	10:27 PM	S WALNUT STREET PIKE & E WINSLOW RD	LB327	21	M	K	9-24-19-1	DRIVING WHILE SUSPENDED	31	M	W
    C2891	5/23/2016	10:27 PM	S WALNUT STREET PIKE & E WINSLOW RD	LB327	21	M	K	9-24-8-3	MOTORCYCLE LEARNERS PERMIT	31	M	W
    C2891	5/23/2016	10:27 PM	S WALNUT STREET PIKE & E WINSLOW RD	LB327	21	M	K	9-18-2-29	VEHICLES REQUIRING REGISTRATIO	31	M	W
    C2999	5/23/2016	11:00 AM	E 3RD ST & S UNION ST	LIU13	20	F	A	9-21-8-31	FAILURE TO YIELD, THRU HIGHWAY	43	M	W
    C2890	5/23/2016	5:27 PM	JONATHAN & GATES	LB524	30	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	35	M	W
    C2985	5/25/2016	2:49 PM	N ROGERS ST & W 8TH ST	LB101	46	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	26	M	W
    C2950	5/25/2016	12:24 AM	S WALNUT ST & E GRIMES LN	LB411	44	M	W	9-19-6-3	NO OR IMPROPER HEADLIGHTS	35	M	W
    C2984	5/25/2016	11:55 PM	3351 S OAKLAWN CIR	LB331	29	M	W	14.20.020	DISCHARGING FIREARM IN CITY LIMITS	27	M	W
    C3002	5/26/2016	2:25 PM	S COLLEGE MALL RD & E 3RD ST	LB305	28	M	U	9-24-19-1	DRIVING WHILE SUSPENDED	35	F	W
    C3001	5/26/2016	2:05 PM	S WASHINGTON ST & E GRIMES LN	LB314	25	F	A	9-21-8-32	DISREGARDING STOP SIGN	24	M	B
    C3003	5/26/2016	5:50 PM	1300 S LIBERTY DR	LMS29	20	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C3004	5/26/2016	5:30 PM	S CORY LN & W BLOOMFIELD RD	LB414	22	M	W	9-19-10-2	FRONT SEAT PASSENGER RESTRAINT	28	M	W
    C3012	5/28/2016	12:00 PM	S ROGERS ST & W 2ND ST	LB409	49	M	W	9-18-2-27	FALSE REGISTRATION	51	F	W
    C3013	5/28/2016	12:00 PM	S ROGERS ST & W 2ND ST	LB409	49	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	51	F	W
    C3009	5/28/2016	1:04 AM	N INDIANA AVE & E 13TH ST	LB214	21		U	9-21-3-7	DISREGARDING AUTOMATIC SIGNAL	49	F	W
    C3005	5/28/2016	8:01 PM	W VERNAL PIKE & N STATE ROAD 37 45	LB516	33	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	36	M	W
    C3011	5/29/2016	10:22 PM	S CURRY PIKE & W BELLE AVE	LMS29	45	M	W	9-19-6-17	STOP/SIGNAL LAMP REQUIREMENTS	35	M	W
    C3011	5/29/2016	10:22 PM	S CURRY PIKE & W BELLE AVE	LMS29	45	M	W	9-18-2-7	EXPIRED LICENSE PLATES	35	M	W
    C3006	5/29/2016	7:35 PM	S WOODLAWN AVE & S WEATHERSTONE LN	LB313	27	M	B	9-21-8-32	DISREGARDING STOP SIGN	38	M	W
    C3010	5/30/2016	1:28 AM	W STATE ROAD 45 & S STATE ROAD 37	LB416	20	M	B	9-21-5-6	EXCEEDING POSTED SPEED LIMIT	35	M	W
    C3008	5/30/2016	10:09 PM	W STATE ROAD 45 & S HICKORY LEAF DR	LB416	39	F	W	9-18-2-7	EXPIRED LICENSE PLATES	35	M	W
    C3007	5/30/2016	8:09 PM	S HICKORY LEAF DR & W STATE ROAD 45	LB416	39	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	35	M	W
    C3041	6/1/2016	10:53 PM	E 3RD ST & S JEFFERSON ST	LB222	36	F	W	9-18-2-7	EXPIRED LICENSE PLATES	29	F	W
    C3015	6/1/2016	6:01 PM	3100 S WALNUT ST; EAGLES LODGE	LB433	26	F	U	9-24-19-1	DRIVING WHILE SUSPENDED	32	M	W
    C3016	6/2/2016	9:34 AM	W STATE ROAD 45 46 BYPASS & N KINSER PIKE	LB511	50	M	W	9-18-2-27	FALSE REGISTRATION	51	F	W
    C3017	6/2/2016	9:34 AM	W STATE ROAD 45 46 BYPASS & N KINSER PIKE	LB511	50	M	W	9-18-2-29	VEHICLES REQUIRING REGISTRATIO	51	F	W
    C3018	6/2/2016	9:34 AM	W STATE ROAD 45 46 BYPASS & N KINSER PIKE	LB511	50	M	W	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	51	F	W
    C3042	6/2/2016	8:30 AM	W 3RD ST & S JOHNSON AVE	LB404	24	M	P	9-21-5-2	SPEED MAXIMUM	39	F	W
    C3045	6/3/2016	8:51 AM	S WASHINGTON ST & E 3RD ST	LB104	37	F	U	9-18-2-29	VEHICLES REQUIRING REGISTRATIO	39	F	W
    C3058	6/4/2016	10:00 AM	S LINCOLN ST & E 3RD ST	LB104	22	M	W	9-21-8-32	DISREGARDING STOP SIGN	25	M	W
    C3047	6/4/2016	10:10 AM	S CURRY PIKE & W 3RD ST	LB402	33	F	W	9-18-2-7	EXPIRED LICENSE PLATES	49	F	W
    C3048	6/5/2016	12:36 AM	E MILLER DR & S WALNUT ST	LB421	21	M	W	9-18-2-27	FALSE REGISTRATION	28	M	W
    C3043	6/6/2016	12:19 PM			41	M	W	9-24-1-1	LICENSES, CLASSES OF	51	F	W
    C3044	6/6/2016	3:05 PM	E NORTH DR & S WALNUT ST	LB421	44	M	W	9-18-2-7	EXPIRED LICENSE PLATES	34	M	W
    C3057	6/7/2016	10:37 PM	N CURRY PIKE & W JONATHAN DR	LMN09	31	F	U	9-18-2-27	FALSE REGISTRATION	35	M	W
    C3059	6/7/2016	11:14 PM	S MULLER PKWY & W 3RD ST	LB522	21	F	U	9-18-2-7	EXPIRED LICENSE PLATES	36	M	W
    C3075	6/9/2016	11:21 PM	W TAPP RD & S STATE ROAD 37	LMS27	38	F	W	9-19-11-2	CHILD RESTRAINT UNDER 3 YEARS	35	M	W
    C3074	6/9/2016	10:32 PM	S MULLER PKWY & W 3RD ST	LB522	30	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	35	M	W
    C3076	6/9/2016	10:55 PM	N WALNUT ST & E 6TH ST	LB101	25	M	B	9-24-19-1	DRIVING WHILE SUSPENDED	29	F	W
    C3077	6/9/2016	10:56 AM	N WALNUT ST & E 6TH ST	LB101	25	M	B	9-18-2-7	EXPIRED LICENSE PLATES	29	F	W
    C3078	6/9/2016	5:15 PM	S COLLEGE MALL RD & E BUICK CADILLAC BLVD	LB305	30	F	W	9-18-2-7	EXPIRED LICENSE PLATES	34	M	W
    C3061	6/10/2016	1:55 AM	2000 S STATE ROAD 37	LB416	29	F	W	9-21-5-1	UNREASONABLE SPEED	35	M	W
    C3070	6/10/2016	5:23 PM	S ROCKPORT RD & W COUNTRYSIDE LN	LB423	20	F	W	9-30-5-8.5	OP VEH W/.02-.08 BAC, < 21 YRS	38	M	W
    C3072	6/10/2016	5:05 PM	200 E STATE ROAD 45 46 BYPASS	LB212	50	M	L	9-24-13-3	POSSESSION REQUIRED	29	M	W
    C3073	6/12/2016	9:08 AM	600 S SMITH RD	LB306	18	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	57	M	W
    C3071	6/12/2016	11:56 PM	S WOODSCREST DR & E 3RD ST	LB222	25	M	B	9-18-2-7	EXPIRED LICENSE PLATES	29	F	W
    C3086	6/13/2016	12:42 PM	2400 S WALNUT ST	LB422	26	M	B	9-21-5-2	SPEED MAXIMUM	42	M	W
    C3088	6/13/2016	2:51 PM	CRESCENT & MARQUIS	LB516	33	M	B	9-24-19-1	DRIVING WHILE SUSPENDED	24	M	B
    C3087	6/14/2016	7:32 PM	S WOODSCREST DR & E 3RD ST	LB304	35	M	B	9-24-19-1	DRIVING WHILE SUSPENDED	35	M	W
    C3107	6/16/2016	11:24 PM	W STATE ROAD 45 & S CURRY PIKE	LB427	44	M	W	9-25-4-1	NO FINANCIAL RESPONSIBILITY	35	M	W
    C3110	6/17/2016	3:00 PM	S WALNUT ST & E GRIMES LN		37	M	B	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	35	F	W
    C3116	6/17/2016	4:59 PM	N INDIANA AVE & E 9TH ST	LB102	23	M	U	9-21-8-9	WRONG WAY ON ONE WAY	35	F	W
    C3119	6/17/2016	10:08 AM	S WALNUT ST & E 1ST ST	LB410	41	F	W	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	47	M	W
    C3112	6/18/2016	5:29 PM	S WASHINGTON ST & E 3RD ST	LB104	22	M	B	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	26	M	W
    C3123	6/18/2016	3:00 PM	S DUNN ST & E KIRKWOOD AVE	LB102	21	F	W	9-21-8-32	DISREGARDING STOP SIGN	34	M	W
    C3121	6/18/2016	7:17 PM	W 3RD ST & S KIMBLE DR	LB523	52	M	W	9-18-2-7	EXPIRED LICENSE PLATES	35	M	W
    C3122	6/18/2016	4:43 PM	S COLLEGE MALL RD & E 3RD ST	LB305	65	F	W	9-18-2-7	EXPIRED LICENSE PLATES	25	M	W
    C3120	6/19/2016	8:44 PM	W 3RD ST & S KIMBLE DR	LB404	42	M	B	9-24-1-1	LICENSES, CLASSES OF	29	F	W
    C3125	6/19/2016	11:34 PM	E 3RD ST & S KINGSTON DR	LB305	21	F	U	9-24-19-1	DRIVING WHILE SUSPENDED	21	M	B
    C2117	6/20/2016	12:28 AM	553 S DOLIMAH AVE	LB406	22	M	W	14.09.030	NOISE VIOLATION	27	M	W
    C3126	6/21/2016	7:42 PM	W 3RD ST & S LIBERTY DR	LB403	50	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	26	M	W
    C3127	6/22/2016	4:10 PM	400 E BLUE RIDGE DR	LB208	33	M	W	4.16.020	Solicitor/Business License Required	35	F	W
    C3130	6/25/2016	12:05 AM	E 3RD ST & S HILLSDALE DR	LB222	19	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	31	M	W
    C3132	6/25/2016	5:14 PM	S WOODLAWN AVE & E 2ND ST	LB302	21	M	B	9-21-8-32	DISREGARDING STOP SIGN	24	M	B
    C3128	6/26/2016	12:46 AM	S DEBORAH DR & W TAPP RD	LB429	24	M	U	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	35	M	W
    C3129	6/26/2016	12:46 AM	S DEBORAH DR & W TAPP RD	LB429	24	M	U	9-18-2-27	FALSE REGISTRATION	35	M	W
    C3142	6/26/2016	9:44 PM	N COLLEGE AVE & W 9TH ST	LB101	32	M	W	9-25-4-3	FAIL TO MAIN FINANCIAL RESPONS	29	M	W
    C3143	6/26/2016	9:44 PM	N COLLEGE AVE & W 9TH ST	LB101	32	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	29	M	W
    C3131	6/26/2016	4:20 PM	E 3RD ST & S HILLSDALE DR	LB222	28	F	A	9-18-2-1	REGISTRATION REQUIRED W/IN 60D	34	M	W
    C3133	6/27/2016	1:44 PM	W 3RD ST & S ROGERS ST	LB103	29	M	W	9-18-2-7	EXPIRED LICENSE PLATES	51	F	W
    C3135	6/28/2016	5:04 PM	N MAPLE ST & W 11TH ST	LB518	52	M	W	9-21-8-32	DISREGARDING STOP SIGN	23	M	W
    C3139	6/28/2016	11:43 PM	416 S DUNN ST	LB104	21	M	W	14.09.030	NOISE VIOLATION	21	M	B
    C3138	6/28/2016	10:35 PM	1100 W 11TH ST; COMMUNITY KITCHEN 11TH ST EXPRESS	LB517	23	M	W	9-24-7-4	LEARNERS PERMIT	30	M	B
    C3136	6/29/2016	4:40 PM	101 W 2ND ST	LB410	31	M	B	14.09.030	NOISE VIOLATION	25	M	W
    C3134	6/29/2016	4:14 AM	S STATE ROAD 37 & W 3RD ST	LB403	22	F	U	9-21-5-6	EXCEEDING POSTED SPEED LIMIT	35	M	W
    C3137	6/29/2016	3:32 PM	W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP	LB509	29	M	W	9-18-2-7	EXPIRED LICENSE PLATES	27	M	W
    C3140	6/30/2016	8:48 PM	N MONROE ST & W 16TH ST	LB517	21	M	B	9-18-2-27	FALSE REGISTRATION	39	M	W
    C3146	6/30/2016	10:01 AM	S ROCKPORT RD & W TAPP RD	LB432	25	F	W	9-25-8-2	OPERATING/PERMITTING OPERATION W/O FINAN	46	M	W
    C3141	6/30/2016	9:39 PM	N COLLEGE AVE & W 17TH ST	LB519	27	F	W	9-24-19-1	DRIVING WHILE SUSPENDED	33	M	W
#VALUE!	6/30/2016	11:27 PM	1600 N WILLIS DR	LB513	28	M	W	9-24-19-1	DRIVING WHILE SUSPENDED	30	M	B
    C3147	6/30/2016	1:53 AM	COVENANTER & AUTO MALL RD	LB310	22	F	U	9-21-8-41	TRAFFIC CONTROL DEVICE DIS	32	M	W
